                   tem002   tem060   tem130   tem200   global   reflex   bilanz
04.03.2006 22:40   -0.434   -0.918   -1.151   -1.219    1.920   -0.349   -2.698
04.03.2006 22:50   -0.442   -1.002   -1.257   -1.401    1.693   -0.219   -0.416
04.03.2006 23:00   -0.443   -1.008   -1.277   -1.460    1.549   -0.202   -1.062
04.03.2006 23:10   -0.404   -0.998   -1.289   -1.477    1.450   -0.222   -1.429
04.03.2006 23:20   -0.366   -0.909   -1.277   -1.556    1.305   -0.252   -2.079
04.03.2006 23:30   -0.445   -0.877   -1.300   -1.589    1.125   -0.304   -2.684
04.03.2006 23:40   -0.213   -0.860   -1.275   -1.609    0.996   -0.407   -1.533
04.03.2006 23:50   -0.376   -0.820   -1.299   -1.595    0.706   -0.409   -3.153
05.03.2006 00:00   -0.366   -0.769   -1.434   -1.679    0.560   -0.454   -3.147
05.03.2006 00:10   -0.348   -0.789   -1.431   -1.749    0.504   -0.422   -3.183
05.03.2006 00:20   -0.376   -0.930   -1.513   -1.830    0.439   -0.398   -1.625
05.03.2006 00:30   -0.249   -1.023   -1.554   -1.862    0.438   -0.379   -1.863
05.03.2006 00:40   -0.518   -1.080   -1.630   -1.860    0.491   -0.380   -3.030
05.03.2006 00:50   -0.514   -1.117   -1.652   -1.868    0.514   -0.384   -3.549
05.03.2006 01:00   -0.551   -1.218   -1.685   -1.879    0.435   -0.212   -3.780
05.03.2006 01:10   -0.585   -1.293   -1.733   -1.921    0.398   -0.219   -3.645
05.03.2006 01:20   -0.660   -1.311   -1.825   -1.939    0.517   -0.267   -4.570
05.03.2006 01:30   -0.706   -1.296   -1.784   -1.975    0.608   -0.380   -3.671
05.03.2006 01:40   -0.698   -1.276   -1.746   -1.980    0.660   -0.426   -4.307
05.03.2006 01:50   -0.690   -1.234   -1.721   -2.011    0.704   -0.513   -3.613
05.03.2006 02:00   -0.836   -1.247   -1.674   -2.037    0.673   -0.488   -4.782
05.03.2006 02:10   -0.800   -1.258   -1.729   -2.105    0.722   -0.573   -6.945
